1,0
58,0
270,0
273,0
279,0
324,0
393,0
501,0
514,0
558,0
628,0
665,0
856,0
895,0
906,0
967,0
1002,0
1059,0
1068,0
1104,1
1319,0
1343,0
1379,0
1384,0
1394,0
1426,0
1442,0
1508,0
1531,0
1538,0
1559,0
1589,0
1590,0
1609,0
1714,0
1736,0
1855,0
1923,0
1996,0
2238,0
2411,0
2503,0
2743,0
2790,0
2814,0
2908,0
2915,0
3029,0
3150,0
3186,0
3209,0
3245,0
3305,0
3397,0
3476,0
3489,0
3540,0
3689,0
3870,0
3899,0
3998,0
4022,0
4114,0
4120,0
4152,0
4175,0
4210,0
4361,0
4391,0
4417,0
4448,0
4457,0
4526,0
4558,0
4586,0
4667,0
4714,0
4737,0
4856,0
4871,0
4890,0
4892,0
4949,1
5004,0
5024,0
5037,0
5114,0
5284,0
5322,0
5363,0
5418,0
5512,0
5585,0
5602,0
5660,0
5673,0
5683,0
5797,0
6179,0
6218,0
6236,0
6258,0
6347,0
6454,0
6473,0
6486,0
6516,0
6573,0
6623,0
6710,0
6746,0
6910,0
7031,0
7035,0
7066,0
7163,0
7209,0
7345,0
7351,0
7393,0
7509,0
7530,0
7567,0
7698,0
7705,0
7716,0
7809,0
7812,0
7904,0
7945,0
8020,0
8022,0
8065,0
8088,0
8128,0
8144,0
8153,0
8176,0
8216,0
8266,0
8351,0
8415,0
8424,0
8474,0
8565,0
8583,0
8599,0
8638,0
8681,0
8796,0
8839,0
8878,1
8879,0
8899,0
9047,0
9081,0
9087,0
9183,0
9398,0
9405,0
9408,0
9576,0
9618,0
9692,0
9706,0
9770,0
9790,1
9842,0
9848,0
9885,0
9998,0
10000,1
10053,0
10069,0
10082,0
10240,0
10277,0
10394,0
10401,0
10522,0
10593,0
10640,0
10792,0
10853,0
10936,0
10941,0
11003,0
11062,0
11217,0
11222,0
11224,0
11226,0
11250,0
11318,0
11325,0
11458,0
11501,0
11529,0
11539,0
11621,0
11652,0
11668,0
11683,1
11686,0
11809,0
11816,0
11834,0
11899,0
11969,0
12103,0
12285,0
12485,0
12664,0
12667,0
12733,1
12779,0
12845,0
12887,0
12981,0
13013,0
13019,0
13025,1
13144,0
13195,0
13365,0
13554,0
13557,0
13620,0
13630,0
13645,0
13732,0
13783,1
13792,0
13883,0
14032,0
14130,0
14143,0
14148,0
14156,0
14225,0
14276,0
14311,0
14405,1
14463,0
14534,0
14542,0
14584,0
14616,0
14627,0
14670,0
14718,0
14805,0
14904,0
14977,0
15082,0
15113,0
15121,0
15310,0
15505,0
15525,0
15774,0
15941,0
15955,0
15988,0
16014,0
16062,0
16072,0
16146,0
16207,0
16247,0
16480,0
16483,0
16577,0
16628,0
16740,0
16815,1
16857,0
16946,0
16964,0
16986,0
16999,0
17212,0
17244,0
17465,0
17533,0
17577,0
17585,0
17633,0
17664,0
17699,0
17745,0
17776,0
17784,0
17831,1
17871,0
17902,0
17923,0
17956,0
17975,0
18036,0
18158,0
18291,0
18371,0
18530,0
18568,0
18603,0
18667,0
18688,0
18702,0
18742,0
18756,0
18797,1
18870,0
18949,0
18970,0
19049,0
19088,1
19166,0
19168,0
19225,0
19277,0
19298,0
19307,0
19366,0
19423,0
19635,0
19818,0
19844,0
19879,0
19916,0
19928,0
20029,0
20074,0
20199,0
20306,0
20311,0
20375,0
20388,0
20446,0
20683,0
20713,0
20751,0
20786,0
20812,0
20916,0
20931,0
21086,0
21099,0
21229,0
21345,0
21420,0
21473,0
21483,0
21529,0
21574,0
21591,1
21613,0
21683,0
21749,0
21752,0
21754,0
21787,0
21895,0
21897,0
21969,0
22084,0
22176,0
22277,0
22352,0
22393,0
22558,0
22737,1
22775,0
22782,0
22791,0
22801,0
22988,0
22992,1
23080,0
23097,0
23098,0
23122,0
23125,0
23134,0
23233,0
23260,0
23323,0
23397,0
23475,0
23522,0
23653,0
23673,0
23725,0
23732,0
23778,0
23891,0
24126,0
24205,1
24231,0
24249,0
24257,0
24395,0
24535,0
24614,1
24634,0
24663,0
24764,0
24777,0
24808,0
24919,0
24986,0
25125,0
25170,0
25173,0
25175,0
25193,0
25318,0
25342,0
25545,0
25585,0
25621,0
25630,0
25709,0
25734,0
26034,0
26091,0
26115,0
26155,0
26185,0
26196,0
26266,0
26303,0
26314,0
26338,0
26351,0
26469,0
26522,0
26760,1
26974,0
27078,0
27083,0
27155,0
27208,0
27224,0
27263,0
27347,0
27443,0
27545,0
27563,0
27596,0
27627,0
27728,0
27789,1
27884,0
27914,0
27923,0
27972,0
28004,0
28010,0
28090,0
28166,0
28220,0
28341,0
28407,0
28527,0
28535,0
28541,0
28616,0
28794,0
28850,0
28863,0
28866,0
29012,0
29112,0
29147,0
29338,0
29487,0
29494,0
29503,0
29526,0
29568,0
29666,0
29715,0
29883,0
30071,0
30090,0
30245,0
30290,0
30337,0
30365,0
30405,0
30415,0
30459,0
30490,0
30515,0
30597,0
30630,0
30687,0
30764,0
30824,0
30869,0
30901,0
30913,0
30938,0
31119,0
31147,0
31193,0
31250,0
31338,0
31414,0
31517,0
31585,0
31698,0
31949,0
31997,0
32066,0
32098,0
32110,0
32143,0
32308,0
32455,0
32531,0
32550,0
32558,0
32590,0
32597,0
32643,0
32749,0
32755,0
32764,0
32809,0
32831,0
32858,0
32928,0
32962,0
32978,0
33033,0
33123,0
33136,0
33207,0
33250,0
33299,0
33329,0
33381,0
33396,0
33465,0
33486,0
33517,0
33617,0
33790,0
33906,0
33915,0
34000,0
34189,0
34413,1
34419,0
34479,0
34757,0
34765,0
34880,0
34896,0
35005,0
35021,0
35048,0
35075,0
35104,0
35155,0
35165,0
35323,0
35435,0
35446,0
35522,0
35616,0
35618,0
35624,0
35670,0
35718,0
35758,0
35772,0
35780,0
36092,0
36127,0
36245,0
36320,0
36386,0
36431,0
36463,0
36483,0
36546,0
36565,0
36589,0
36596,0
36605,0
36695,0
36704,0
36719,0
36741,0
36813,0
36817,0
36834,0
36836,0
36966,0
36980,0
37003,0
37006,0
37129,0
37133,0
37199,0
37330,0
37347,0
37350,0
37357,0
37391,0
37409,0
37494,1
37541,0
37554,0
37571,0
37606,0
37710,0
37741,0
37867,0
37894,0
37946,0
37996,0
38047,0
38086,0
38223,0
38400,0
38441,0
38451,0
38466,0
38555,0
38572,0
38601,0
38670,1
38900,0
38943,0
39025,0
39026,0
39140,0
39181,0
39218,0
39283,0
39284,0
39351,0
39386,0
39397,0
39426,0
39540,0
39648,0
39663,0
39680,0
39691,0
39757,0
39817,0
39865,0
39893,0
39921,0
39928,0
40323,0
40430,0
40552,1
40588,0
40756,0
40772,0
40804,0
40819,1
40860,0
40909,0
41030,0
41048,0
41211,0
41563,0
41575,0
41607,0
41618,0
41676,0
41725,0
41765,1
41817,0
41866,0
41896,0
41985,0
41995,0
42009,0
42055,0
42112,0
42113,0
42118,0
42132,0
42170,0
42224,0
42226,0
42248,1
42349,0
42353,0
42359,0
42484,0
42581,0
42794,0
42857,0
42897,0
42919,0
42931,0
42933,0
42944,0
43106,0
43167,0
43169,0
